## MB CDI: WGs

# Note: no stress, alternates (/) on separate lines, phrases on same line, shh removed

Children
Word      	Length    	PS1       	PS2       	PS3       	PS4       	PS5       	PS6       	PS7       	PS8       	PS9       	PS10      	PS11      	PS12      	PS13      	PS14      	PS15      	PS16      	PS sum    	PS avg    	B1        	B2        	B3        	B4        	B5        	B6        	B7        	B8        	B9        	B10       	B11       	B12       	B13       	B14       	B15       	B sum     	B avg     	ND        	Neighbors 
moto      	4         	0.08041   	0.155636  	0.052635  	0.12035   	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.409031  	0.102258  	0.015113  	0.005937  	0.010192  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.031242  	0.010414  	6         	moro mono monto foto moTo moJo 
t4en      	4         	0.063798  	0.062393  	0.076263  	0.037318  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.239772  	0.059943  	0.014711  	0.012888  	0.012511  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.040109  	0.01337   	1         	t4es 
agwa      	4         	0.096142  	0.006724  	0.00581   	0.184129  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.292805  	0.073201  	0.004176  	0.002522  	0.002585  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.009283  	0.003094  	0         	
aroT      	4         	0.096142  	0.003949  	0.029795  	0.013606  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.143493  	0.035873  	0.003141  	0.001283  	0.001641  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.006065  	0.002022  	0         	
atole     	5         	0.096142  	0.004962  	0.029795  	0.020278  	0.095506  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.246683  	0.049337  	0.003412  	0.000555  	0.000943  	0.003077  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.007987  	0.001997  	0         	
kafe      	4         	0.127606  	0.229284  	0.01094   	0.121792  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.489622  	0.122405  	0.052785  	0.001927  	0.003841  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.058553  	0.019518  	1         	kaLe 
ka4ne     	5         	0.127606  	0.229284  	0.11152   	0.037318  	0.095506  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.601235  	0.120247  	0.052785  	0.043065  	0.002723  	0.004165  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.102737  	0.025684  	0         	
Te4eal    	6         	0.01605   	0.159741  	0.11152   	0.121792  	0.16254   	0.035149  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.606792  	0.101132  	0.00649   	0.022956  	0.011701  	0.004899  	0.012656  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.058702  	0.01174   	0         	
Cile      	4         	0.016871  	0.09512   	0.076683  	0.121792  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.310466  	0.077616  	0.006199  	0.005306  	0.013557  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.025062  	0.008354  	1         	Cikle 
komida    	6         	0.127606  	0.155636  	0.05063   	0.095078  	0.040828  	0.213001  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.682779  	0.113797  	0.043916  	0.015085  	0.006218  	0.007573  	0.016823  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.089615  	0.017923  	1         	komoda 
dulTe     	5         	0.051262  	0.054065  	0.076683  	0.013606  	0.095506  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.291123  	0.058225  	0.001731  	0.005627  	0.000472  	0.003848  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.011678  	0.002919  	0         	
f4ixoles  	8         	0.029846  	0.062393  	0.036595  	0.010191  	0.088732  	0.035149  	0.078755  	0.031085  	--        	--        	--        	--        	--        	--        	--        	--        	0.372747  	0.046593  	0.004795  	0.013612  	0.000236  	0.001755  	0.003499  	0.003358  	0.009264  	--        	--        	--        	--        	--        	--        	--        	--        	0.036519  	0.005217  	0         	
gaLeta    	6         	0.028657  	0.229284  	0.018981  	0.121792  	0.073147  	0.213001  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.684862  	0.114144  	0.008361  	0.008262  	0.004535  	0.010924  	0.045965  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.078048  	0.01561   	0         	
elado     	5         	0.058292  	0.028905  	0.069202  	0.034459  	0.088732  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.27959   	0.055918  	0.003367  	0.010599  	0.003009  	0.009523  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.026498  	0.006625  	2         	lado eCado 
njebe     	5         	0.02559   	0.022133  	0.076263  	0.030841  	0.095506  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.250333  	0.050067  	0.000774  	0.016337  	0.002411  	0.007193  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.026716  	0.006679  	1         	nwebe 
webo      	4         	0.003481  	0.159741  	0.050349  	0.12035   	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.333921  	0.08348   	0.001726  	0.007629  	0.007019  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.016375  	0.005458  	3         	weso nwebo weko 
xamon     	5         	0.02315   	0.229284  	0.05063   	0.12035   	0.07855   	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.501964  	0.100393  	0.006467  	0.017237  	0.004824  	0.019039  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.047567  	0.011892  	2         	xaron xabon 
xugo      	4         	0.02315   	0.054065  	0.024912  	0.12035   	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.222477  	0.055619  	0.004402  	0.002346  	0.005362  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.01211   	0.004037  	0         	
leCe      	4         	0.027376  	0.159741  	0.013114  	0.121792  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.322023  	0.080506  	0.007475  	0.001893  	0.003814  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.013181  	0.004394  	1         	leCa 
manTana   	7         	0.08041   	0.229284  	0.091292  	0.013606  	0.16254   	0.068266  	0.190037  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.835436  	0.119348  	0.032391  	0.027315  	0.00227   	0.003417  	0.01735   	0.025357  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.1081    	0.018017  	0         	
na4anxa   	7         	0.02559   	0.229284  	0.11152   	0.184129  	0.07855   	0.007832  	0.190037  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.826943  	0.118135  	0.007627  	0.043065  	0.0193    	0.016784  	0.001161  	0.008982  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.096918  	0.016153  	0         	
